DATE,AMBIENT_TEMP,MODULE_TEMP,SUN_HOURS,YIELD
2020-05-15,30.10199783445378,40.87412641820729,4.758980383009334,6375.0
2020-05-16,28.693977978244625,38.97122218338003,4.662885753149619,6173.0
2020-05-17,29.629908820448172,42.43657514369748,5.732761176036596,7397.0
2020-05-18,25.22010856078432,33.84021673622782,3.816491279938802,5364.0
2020-05-19,27.493836411458336,38.07785602234624,4.5111318013811905,6938.0
2020-05-20,27.210056772492262,40.35306522886827,4.56135707191157,8849.0
2020-05-21,29.383560797255026,45.3354274795061,5.8890425858041295,7778.0
2020-05-22,28.6128695410831,41.12339551848739,5.529506897477904,7224.0
2020-05-23,29.387590584573406,45.663036288640875,6.526639284670715,8475.0
2020-05-24,29.915381804388417,43.72707038552753,6.233823612027857,8031.0
2020-05-25,29.942646672900953,45.1068687217841,6.807852042754478,8812.0
2020-05-26,29.596172754435102,43.86974369449113,6.062268104251785,7774.0
2020-05-27,29.593112092436968,41.67276759302831,5.134159039906335,6690.0
2020-05-28,29.773013230783594,43.832225633911506,6.507684080987125,8272.75
2020-05-29,28.059088335142857,44.41899472519048,6.198915310352571,8276.666667
2020-05-30,26.87503912455649,39.17429218552754,5.468499983833808,7341.0
2020-05-31,27.066153883380018,37.5532911932773,4.406040773300689,5914.75
2020-06-01,26.64328674200963,36.4101683415715,4.412274548106372,5509.0
2020-06-02,25.978487280672265,37.3009291487395,5.370851576352976,7349.428571
2020-06-03,26.378539904380958,37.922651163047625,5.481864612142617,7785.285714
2020-06-04,27.261679816619978,40.536791781512605,6.167636970751524,8254.285714
2020-06-05,26.71711648450047,39.71198696367881,5.797920431651667,7795.571429
2020-06-06,26.217182733893566,36.66908999094306,4.881456969517428,6431.0
2020-06-07,26.862900335200752,40.544023479738556,6.1005165811277395,8213.75
2020-06-08,27.511551747733964,40.87831823633555,6.328407669483717,8343.0
2020-06-09,28.03983971111111,41.23770040634921,6.188381238876664,8239.142857
2020-06-10,26.666874999253036,36.49721797787116,4.808010374573375,6578.0
2020-06-11,25.83795021232493,33.65386603986928,3.8834135083271684,5661.75
2020-06-12,25.518057060410825,33.58812147880486,4.075321370234999,5850.428571
2020-06-13,26.500306952100836,39.44357529066293,6.3472694978801165,8353.75
2020-06-14,25.573195055088703,36.26199036844069,5.281814478727619,7260.571429
2020-06-15,26.655392516900093,37.22397116722688,4.942010067775238,6795.0
2020-06-16,26.55519364659196,36.59114522399628,4.494756107468514,6260.5
2020-06-17,25.589812645034044,34.393416022027644,4.247118372279637,5951.285714
